sentence_number	batch	model	prompt	temperature	bertscore_precision	bertscore_recall	bertscore_f1	CHRF	COMET
27	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9837085604667664]
28	1	ChatGPT 4	prompt4	0.75	[0.7813712954521179]	[0.8737788796424866]	0.8249955177307129	38.00376884265436	[0.9233179688453674]
29	1	ChatGPT 4	prompt4	0.75	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9875254034996033]
30	1	ChatGPT 4	prompt4	0.75	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
31	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
32	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
33	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
34	1	ChatGPT 4	prompt4	0.75	[0.9102300405502319]	[0.9153399467468262]	0.912777841091156	71.17580565136217	[0.8790009617805481]
35	1	ChatGPT 4	prompt4	0.75	[0.9380950927734375]	[0.8965564370155334]	0.9168555736541748	66.98416072776357	[0.9083383679389954]
36	1	ChatGPT 4	prompt4	0.75	[0.9144510626792908]	[0.9189732074737549]	0.9167065620422363	66.25971193950686	[0.7452948093414307]
37	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
38	1	ChatGPT 4	prompt4	0.75	[0.9162546992301941]	[0.9078201651573181]	0.9120179414749146	68.15018407485796	[0.9072572588920593]
39	1	ChatGPT 4	prompt4	0.75	[0.828330934047699]	[0.8055676817893982]	0.8167906999588013	47.87436165948606	[0.8479206562042236]
40	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
41	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
42	1	ChatGPT 4	prompt4	0.75	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
43	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
44	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
45	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
46	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
47	1	ChatGPT 4	prompt4	0.75	[0.9038525819778442]	[0.9219385385513306]	0.91280597448349	64.09389104838489	[0.901062548160553]
48	1	ChatGPT 4	prompt4	0.75	[0.9635806083679199]	[0.9579743146896362]	0.9607692360877991	76.00004297523994	[0.9458139538764954]
49	1	ChatGPT 4	prompt4	0.75	[0.9079351425170898]	[0.8673744201660156]	0.8871914148330688	71.23902402413714	[0.8913924098014832]
50	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
51	1	ChatGPT 4	prompt4	0.75	[0.8335941433906555]	[0.8523719310760498]	0.842878520488739	37.20315114896623	[0.8912271857261658]
52	1	ChatGPT 4	prompt4	0.75	[0.8735438585281372]	[0.8529346585273743]	0.8631162047386169	52.85415404851792	[0.8634909987449646]
53	1	ChatGPT 4	prompt4	0.75	[0.8349644541740417]	[0.850074827671051]	0.8424518704414368	47.55977873879284	[0.8917092680931091]
54	1	ChatGPT 4	prompt4	0.75	[0.8579961657524109]	[0.8787224292755127]	0.8682355880737305	52.75727072427492	[0.8447926640510559]
55	1	ChatGPT 4	prompt4	0.75	[0.8350487947463989]	[0.8425617814064026]	0.8387884497642517	47.20743685902328	[0.8567793965339661]
56	1	ChatGPT 4	prompt4	0.75	[0.882003128528595]	[0.8285233974456787]	0.8544272780418396	43.540191705621694	[0.9236051440238953]
57	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
58	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
59	1	ChatGPT 4	prompt4	0.75	[0.8403788805007935]	[0.8854936361312866]	0.8623465895652771	68.57138606330996	[0.900113046169281]
60	1	ChatGPT 4	prompt4	0.75	[0.7327944040298462]	[0.6788871884346008]	0.7048115134239197	20.88126969739233	[0.49148449301719666]
61	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9810548424720764]
62	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9905698895454407]
63	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9877201914787292]
64	1	ChatGPT 4	prompt4	0.75	[0.9276845455169678]	[0.9276845455169678]	0.9276845455169678	62.80962491153574	[0.8611641526222229]
65	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
66	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
67	1	ChatGPT 4	prompt4	0.75	[0.9531142711639404]	[0.9265991449356079]	0.939669668674469	64.00562631864523	[0.950827956199646]
68	1	ChatGPT 4	prompt4	0.75	[0.8447046875953674]	[0.8038285374641418]	0.8237598538398743	40.029579652106996	[0.5932933688163757]
69	1	ChatGPT 4	prompt4	0.75	[0.8381853699684143]	[0.8086869120597839]	0.8231719732284546	43.02704199042246	[0.6758605241775513]
70	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907765984535217]
71	1	ChatGPT 4	prompt4	0.75	[0.8918931484222412]	[0.8961085677146912]	0.8939958214759827	73.3894644366642	[0.9253643155097961]
72	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9750762581825256]
73	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9916960597038269]
74	1	ChatGPT 4	prompt4	0.75	[0.8917655348777771]	[0.9081770777702332]	0.899896502494812	54.74121863135861	[0.9565933346748352]
75	1	ChatGPT 4	prompt4	0.75	[0.76711106300354]	[0.76711106300354]	0.76711106300354	19.332925566238984	[0.8135027289390564]
76	1	ChatGPT 4	prompt4	0.75	[0.8120322227478027]	[0.7856553792953491]	0.7986260652542114	25.02558363384822	[0.9295548796653748]
77	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
78	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
79	1	ChatGPT 4	prompt4	0.75	[0.8888705372810364]	[0.8906643390655518]	0.8897665739059448	71.15336622418941	[0.8333451747894287]
80	1	ChatGPT 4	prompt4	0.75	[0.7261489033699036]	[0.7761780023574829]	0.75033038854599	49.24661412586078	[0.6952953934669495]
81	1	ChatGPT 4	prompt4	0.75	[0.7594924569129944]	[0.7477989792823792]	0.7536003589630127	42.14097562371865	[0.6840899586677551]
82	1	ChatGPT 4	prompt4	0.75	[0.7975172996520996]	[0.7786625623703003]	0.7879772186279297	47.14430238831348	[0.7812455296516418]
83	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9820341467857361]
84	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9840215444564819]
85	1	ChatGPT 4	prompt4	0.75	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
86	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
87	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
88	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
89	1	ChatGPT 4	prompt4	0.75	[0.8470731973648071]	[0.8081932067871094]	0.827176570892334	69.112034670537	[0.8897587656974792]
90	1	ChatGPT 4	prompt4	0.75	[0.7261489033699036]	[0.7761780023574829]	0.75033038854599	49.24661412586078	[0.6952953934669495]
91	1	ChatGPT 4	prompt4	0.75	[1.000000238418579]	[1.000000238418579]	1.000000238418579	100.0	[0.9849644899368286]
92	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9811449646949768]
93	1	ChatGPT 4	prompt4	0.75	[0.9999997615814209]	[0.9999997615814209]	0.9999997615814209	100.0	[0.9859870076179504]
94	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9899653792381287]
95	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
96	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
97	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9846649765968323]
98	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9818198084831238]
99	1	ChatGPT 4	prompt4	0.75	[0.8619321584701538]	[0.8559523224830627]	0.8589317798614502	62.554025327770546	[0.8994461894035339]
100	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9847012758255005]
101	1	ChatGPT 4	prompt4	0.75	[0.8740804195404053]	[0.862798810005188]	0.8684029579162598	66.2336408443006	[0.9064835906028748]
102	1	ChatGPT 4	prompt4	0.75	[0.8649278283119202]	[0.9008915424346924]	0.8825435042381287	76.86598560841522	[0.9713487029075623]
103	1	ChatGPT 4	prompt4	0.75	[0.8549333810806274]	[0.8911646008491516]	0.8726730346679688	76.86598560841522	[0.9602470993995667]
104	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9896733164787292]
105	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
106	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
107	1	ChatGPT 4	prompt4	0.75	[0.9017170667648315]	[0.889417827129364]	0.8955252170562744	75.34617117343416	[0.927558958530426]
108	1	ChatGPT 4	prompt4	0.75	[0.9323157072067261]	[0.9505850672721863]	0.9413617849349976	81.64975875749052	[0.9384567737579346]
109	1	ChatGPT 4	prompt4	0.75	[0.8090184926986694]	[0.7950881123542786]	0.8019927740097046	46.46618759711896	[0.9123072028160095]
110	1	ChatGPT 4	prompt4	0.75	[0.9819961786270142]	[0.9819961786270142]	0.9819961786270142	84.67438655578525	[0.9642909169197083]
111	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
112	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
113	1	ChatGPT 4	prompt4	0.75	[0.9312286972999573]	[0.9054675102233887]	0.9181674718856812	76.35535092450749	[0.8913153409957886]
114	1	ChatGPT 4	prompt4	0.75	[0.9191185235977173]	[0.8804028034210205]	0.8993441462516785	77.39374022058475	[0.9183858036994934]
115	1	ChatGPT 4	prompt4	0.75	[0.7481834888458252]	[0.708786129951477]	0.7279521822929382	32.12042853194759	[0.5672875046730042]
116	1	ChatGPT 4	prompt4	0.75	[0.8971158266067505]	[0.8228244185447693]	0.8583657145500183	53.012714220161925	[0.932470977306366]
117	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9814565777778625]
118	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9751287698745728]
119	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
120	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
121	1	ChatGPT 4	prompt4	0.75	[0.8894461989402771]	[0.8900253176689148]	0.8897356390953064	62.553584123504415	[0.8857575058937073]
122	1	ChatGPT 4	prompt4	0.75	[0.6624200344085693]	[0.7028850317001343]	0.6820529103279114	32.561574963302554	[0.5361300706863403]
123	1	ChatGPT 4	prompt4	0.75	[0.8989184498786926]	[0.874333381652832]	0.8864555358886719	60.2469086305971	[0.9266742467880249]
124	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
125	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
126	1	ChatGPT 4	prompt4	0.75	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
127	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
128	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
129	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
130	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
131	1	ChatGPT 4	prompt4	0.75	[0.9479836225509644]	[0.9479836225509644]	0.9479836225509644	90.14621038571602	[0.8339738249778748]
132	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
133	1	ChatGPT 4	prompt4	0.75	[0.8543757796287537]	[0.8610373735427856]	0.8576936721801758	48.16824598018597	[0.8579201698303223]
134	1	ChatGPT 4	prompt4	0.75	[0.7813819646835327]	[0.823805570602417]	0.8020331263542175	41.883776814972606	[0.894775927066803]
135	1	ChatGPT 4	prompt4	0.75	[0.8792421817779541]	[0.8199180364608765]	0.8485444784164429	44.63203161110588	[0.8791147470474243]
136	1	ChatGPT 4	prompt4	0.75	[0.8294575810432434]	[0.7825111746788025]	0.805300772190094	37.768161388445996	[0.9344386458396912]
137	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
138	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
139	1	ChatGPT 4	prompt4	0.75	[0.8728681802749634]	[0.8423119187355042]	0.8573178648948669	53.812023747129686	[0.8757749199867249]
140	1	ChatGPT 4	prompt4	0.75	[0.8703961372375488]	[0.8537771701812744]	0.8620066046714783	55.72977394797826	[0.8182728290557861]
141	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9907280206680298]
142	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9854109883308411]
143	1	ChatGPT 4	prompt4	0.75	[0.8053783178329468]	[0.7751820087432861]	0.7899917364120483	40.02713038683816	[0.9010968208312988]
144	1	ChatGPT 4	prompt4	0.75	[0.6711651086807251]	[0.6844106912612915]	0.6777231693267822	10.104265737850131	[0.562500536441803]
145	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9877792000770569]
146	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
147	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
148	1	ChatGPT 4	prompt4	0.75	[0.8398841023445129]	[0.8958477973937988]	0.866963803768158	84.69425103926595	[0.9103475213050842]
149	1	ChatGPT 4	prompt4	0.75	[0.8779895305633545]	[0.8525376915931702]	0.86507648229599	57.2150672613629	[0.9146633744239807]
150	1	ChatGPT 4	prompt4	0.75	[0.9405598640441895]	[0.9251816272735596]	0.9328073859214783	76.92823670254971	[0.947466254234314]
151	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9866815805435181]
152	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9891265630722046]
153	1	ChatGPT 4	prompt4	0.75	[0.6827590465545654]	[0.6393980979919434]	0.6603675484657288	20.66215413234471	[0.469586044549942]
154	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9898729920387268]
155	1	ChatGPT 4	prompt4	0.75	[0.9999998807907104]	[0.9999998807907104]	0.9999998807907104	100.0	[0.9905000329017639]
156	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
157	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
158	1	ChatGPT 4	prompt4	0.75	[0.9275587201118469]	[0.8906213641166687]	0.9087148308753967	51.40441227737883	[0.8965280652046204]
159	1	ChatGPT 4	prompt4	0.75	[0.9078439474105835]	[0.9044265747070312]	0.9061320424079895	67.69152075273882	[0.9008620381355286]
160	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9824785590171814]
161	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
162	1	ChatGPT 4	prompt4	0.75	[0.8589358329772949]	[0.8756473660469055]	0.8672111630439758	64.8919219071767	[0.862977921962738]
163	1	ChatGPT 4	prompt4	0.75	[0.7650014758110046]	[0.7908613085746765]	0.7777165174484253	50.2841737064138	[0.8444927334785461]
164	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9878422617912292]
165	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9813385009765625]
166	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9883447289466858]
167	1	ChatGPT 4	prompt4	0.75	[0.886623740196228]	[0.886623740196228]	0.886623740196228	19.755838517863427	[0.9026514887809753]
168	1	ChatGPT 4	prompt4	0.75	[0.8985819816589355]	[0.8985819816589355]	0.8985819816589355	67.23185459091977	[0.9626121520996094]
169	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
170	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
171	1	ChatGPT 4	prompt4	0.75	[0.8360124230384827]	[0.8266165256500244]	0.8312879204750061	60.82290945917672	[0.8683521151542664]
172	1	ChatGPT 4	prompt4	0.75	[0.8220444917678833]	[0.8924188613891602]	0.8557873368263245	54.76056372483432	[0.8587522506713867]
173	1	ChatGPT 4	prompt4	0.75	[0.8593043684959412]	[0.839766263961792]	0.8494229912757874	54.944901900129764	[0.6956038475036621]
174	1	ChatGPT 4	prompt4	0.75	[0.8517496585845947]	[0.8389195203781128]	0.8452858924865723	54.29572822496662	[0.6832045912742615]
175	1	ChatGPT 4	prompt4	0.75	[0.822012186050415]	[0.8207911252975464]	0.8214012384414673	37.96875615779177	[0.8876573443412781]
176	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
177	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
178	1	ChatGPT 4	prompt4	0.75	[0.8754698038101196]	[0.8754698038101196]	0.8754698038101196	62.79854645288926	[0.8646723628044128]
179	1	ChatGPT 4	prompt4	0.75	[0.7355312705039978]	[0.766982913017273]	0.7509279251098633	41.69014323467924	[0.6236087679862976]
180	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
181	1	ChatGPT 4	prompt4	0.75	[0.9167038202285767]	[0.8859329223632812]	0.9010557532310486	69.11514613043192	[0.8895519375801086]
182	1	ChatGPT 4	prompt4	0.75	[1.0000001192092896]	[1.0000001192092896]	1.0000001192092896	100.0	[0.9890469908714294]
183	1	ChatGPT 4	prompt4	0.75	[0.8084090948104858]	[0.7348829507827759]	0.769894540309906	15.554126195188564	[0.7808852195739746]
184	1	ChatGPT 4	prompt4	0.75	[0.757294237613678]	[0.8234180212020874]	0.7889730930328369	51.09493095587242	[0.838451623916626]
185	1	ChatGPT 4	prompt4	0.75	[0.7723209857940674]	[0.7468577027320862]	0.7593759894371033	23.122779998182203	[0.7104390263557434]
186	1	ChatGPT 4	prompt4	0.75	[0.8852373957633972]	[0.8198878765106201]	0.8513103127479553	34.49572549989971	[0.746513307094574]
187	1	ChatGPT 4	prompt4	0.75	[0.9579725861549377]	[0.9394285678863525]	0.9486100077629089	60.892310748988244	[0.9612903594970703]
188	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
189	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
190	1	ChatGPT 4	prompt4	0.75	[0.8320267200469971]	[0.8319252133369446]	0.8319759964942932	56.2250847968815	[0.9071826338768005]
191	1	ChatGPT 4	prompt4	0.75	[0.8447456955909729]	[0.8083170056343079]	0.8261299133300781	57.42003059865194	[0.7516023516654968]
192	1	ChatGPT 4	prompt4	0.75	[0.7255991101264954]	[0.7273042798042297]	0.7264507412910461	23.24105453069944	[0.6900882124900818]
193	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9820767641067505]
194	1	ChatGPT 4	prompt4	0.75	[0.9999999403953552]	[0.9999999403953552]	0.9999999403953552	100.0	[0.9895122051239014]
195	1	ChatGPT 4	prompt4	0.75	[0.9120160341262817]	[0.9166792035102844]	0.9143416285514832	71.40269161123327	[0.9338798522949219]
196	1	ChatGPT 4	prompt4	0.75	[0.7621548175811768]	[0.7483494281768799]	0.7551890015602112	35.11850956176702	[0.8829887509346008]
197	1	ChatGPT 4	prompt4	0.75	[0.8519081473350525]	[0.8354208469390869]	0.843583881855011	35.11850956176702	[0.6779604554176331]
198	1	ChatGPT 4	prompt4	0.75	[0.8983017206192017]	[0.8843756318092346]	0.8912842869758606	37.171408257282835	[0.8217856287956238]
199	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
200	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
201	1	ChatGPT 4	prompt4	0.75	[0.801730751991272]	[0.7857205271720886]	0.7936449646949768	48.806875023931006	[0.8286165595054626]
202	1	ChatGPT 4	prompt4	0.75	[0.919333279132843]	[0.8654922246932983]	0.8916006684303284	44.553112680635756	[0.904007613658905]
203	1	ChatGPT 4	prompt4	0.75	[0.8331242799758911]	[0.8018014430999756]	0.8171627521514893	46.50992916571358	[0.8218459486961365]
204	1	ChatGPT 4	prompt4	0.75	[0.970464825630188]	[0.970464825630188]	0.970464825630188	88.46354290825073	[0.9745844006538391]
205	1	ChatGPT 4	prompt4	0.75	[0.9830190539360046]	[0.9830190539360046]	0.9830190539360046	94.27366887041518	[0.9617742896080017]
206	1	ChatGPT 4	prompt4	0.75	[0.9177343845367432]	[0.9371033310890198]	0.92731773853302	71.3160690491461	[0.9213322401046753]
207	1	ChatGPT 4	prompt4	0.75	[0.9350051879882812]	[0.9564419984817505]	0.9456021189689636	86.53111463573524	[0.9328785538673401]
208	1	ChatGPT 4	prompt4	0.75	[0.9385669827461243]	[0.9597117304801941]	0.949021577835083	87.00665868602285	[0.9269314408302307]
209	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9901397824287415]
210	1	ChatGPT 4	prompt4	0.75	[0.8772218823432922]	[0.8927422761917114]	0.8849140405654907	69.78557641800109	[0.9127894043922424]
211	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9943715929985046]
212	1	ChatGPT 4	prompt4	0.75	[0.809101939201355]	[0.8413503170013428]	0.8249110579490662	49.60713444792621	[0.8547236323356628]
213	1	ChatGPT 4	prompt4	0.75	[0.7703023552894592]	[0.7549619674682617]	0.7625550627708435	39.94374263453562	[0.7272958159446716]
214	1	ChatGPT 4	prompt4	0.75	[1.0]	[1.0]	1.0	100.0	[0.9835573434829712]
215	1	ChatGPT 4	prompt4	0.75	[0.9644705057144165]	[0.9526711702346802]	0.9585345387458801	88.34939395476782	[0.91374272108078]
